"","first_offense_date","current_offense_date","offenses_within_30","p_felony_count_person","p_misdem_count_person","p_charge_violent","p_current_age","p_age_first_offense","p_juv_fel_count","p_felprop_violarrest","p_murder_arrest","p_felassault_arrest","p_misdemassault_arrest","p_famviol_arrest","p_sex_arrest","p_weapons_arrest","p_n_on_probation","p_current_on_probation","p_prob_revoke","p_charge","p_arrest","p_jail30","p_prison30","p_prison","p_probation","sex","is_misdem","recid_corr","recid_violent_corr","custody_days_jail","custody_days_jail_viol","jail_sentences","jail_sentences_viol","custody_days_prison","prison_sentences","custody_days_prison_viol","prison_sentences_viol","race_black","race_white","race_hispanic","race_asian","race_native","is_married","is_divorced","is_widowed","is_separated","is_sig_other","is_marit_unknown","crim_inv_arrest","crim_inv_charge","vio_hist","history_noncomp","uid"
"11",2013-11-25,2013-11-25,2,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"14_2013-11-26"
"12",2011-06-03,2013-10-03,1,0,5,0,21,18,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,"Male",1,1,0,5,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,"15_2013-10-03"
"13",2013-01-01,2013-01-01,1,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Female",1,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"16_2013-01-01"
"14",2014-07-31,2014-07-31,1,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"17_2014-07-31"
"15",2013-10-08,2013-10-08,4,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18_2013-10-09"
"16",2014-03-24,2014-03-24,1,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"21_2014-03-24"
"17",2008-09-06,2013-12-21,2,1,4,3,23,18,0,1,0,0,1,0,0,0,0,0,0,5,2,0,0,0,1,"Male",0,0,0,64,64,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,2,1,"22_2013-12-22"
"18",2003-05-11,2013-11-16,2,3,8,0,28,18,0,0,0,0,0,0,0,1,0,0,0,11,6,0,0,0,3,"Male",0,1,1,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,14,1,3,"23_2013-11-17"
"19",2006-05-06,2014-11-14,2,0,5,1,29,21,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,"Male",0,1,0,2,70,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,"24_2014-11-15"
"20",2013-03-24,2013-04-17,5,0,2,1,18,18,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,"Male",0,1,0,4,44,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"26_2013-04-18"
"21",2014-10-16,2014-10-16,1,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"27_2014-10-16"
"22",2013-11-20,2013-11-20,3,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Female",0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"28_2013-11-22"
"23",2012-12-01,2013-02-07,2,3,0,0,21,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"Male",0,1,0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,"30_2013-02-08"
"24",2005-10-14,2013-01-24,1,1,1,1,40,32,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,"Male",1,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,1,1,"32_2013-01-25"
"25",2013-05-10,2013-05-10,1,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",1,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33_2013-05-11"
"26",2013-05-23,2013-05-23,1,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,"Female",0,0,0,111,111,1,1,2303,1,2303,1,1,0,0,0,0,0,0,0,1,0,0,5,5,0,0,"34_2013-05-24"
"27",2008-05-27,2013-05-05,2,3,9,2,24,19,0,1,0,1,0,0,0,0,0,0,0,12,1,0,0,0,0,"Male",0,1,1,20,73,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,2,0,"37_2013-05-06"
"28",2007-12-15,2013-02-19,2,3,7,1,23,18,0,1,0,0,0,0,0,0,0,0,0,10,5,0,0,0,1,"Male",0,1,0,11,39,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,11,1,1,"39_2013-02-20"
"29",2014-10-23,2014-10-23,2,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,1,1,60,60,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40_2014-10-24"
"30",2004-11-27,2013-01-28,1,5,11,7,27,19,0,0,0,2,3,0,0,1,4,0,0,16,10,0,0,0,4,"Male",0,1,1,44,44,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,20,6,8,"41_2013-01-28"
"31",2009-08-31,2014-11-14,2,5,2,0,30,25,0,0,0,0,0,0,0,0,1,0,0,7,6,0,0,0,4,"Male",0,1,0,2,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0,5,"42_2014-11-15"
"32",2014-12-06,2014-12-06,1,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",1,0,0,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43_2014-12-07"
"33",2010-06-25,2014-11-20,4,0,2,0,25,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"Male",0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,"44_2014-11-21"
"34",2013-12-28,2013-12-28,1,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,0,0,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"45_2013-12-30"
"35",2005-04-02,2013-09-16,1,4,13,11,30,21,0,2,0,1,1,0,0,0,4,0,0,17,11,0,0,0,1,"Male",0,0,0,93,93,1,1,222,1,222,1,1,0,0,0,0,0,0,0,0,0,0,12,18,4,5,"47_2013-09-16"
"36",1995-09-04,2014-01-10,4,2,4,1,36,18,0,1,0,0,0,0,0,0,0,0,0,6,5,1,1,2,0,"Male",0,0,0,180,180,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,1,0,"48_2014-01-11"
"37",1987-04-04,2013-01-19,1,23,32,6,50,24,0,0,0,1,3,0,0,0,5,0,2,60,32,0,0,5,5,"Male",0,0,0,21,21,2,2,2063,1,2063,1,0,1,0,0,0,0,0,0,0,0,0,42,70,4,12,"49_2013-01-20"
"38",1996-03-25,2013-04-04,4,2,9,0,46,29,0,0,0,0,0,0,0,2,0,0,0,11,5,0,0,0,0,"Male",0,1,0,7,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,2,0,"50_2013-04-04"
"39",2006-03-03,2013-12-02,1,0,7,0,30,23,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,1,"Female",1,1,1,12,12,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,8,0,1,"52_2013-12-03"
"40",2011-07-22,2013-09-15,1,0,1,0,22,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Male",1,1,1,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"53_2013-09-15"
"41",1997-02-03,2013-01-11,1,16,25,1,31,15,2,1,0,0,0,0,0,1,5,1,0,41,23,0,0,2,4,"Male",0,1,0,33,226,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,47,4,10,"54_2013-01-11"
"42",2013-01-15,2013-01-15,2,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"55_2013-01-16"
"43",2003-01-26,2013-02-27,2,0,7,0,48,38,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,"Male",1,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,"57_2013-02-28"
"44",2010-05-12,2014-04-05,1,1,2,1,27,23,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,"Male",1,1,1,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,1,0,"59_2014-04-06"
"45",2013-08-22,2013-08-22,3,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,0,0,275,275,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60_2013-08-23"
"46",1988-08-07,2013-02-13,1,2,5,1,48,23,0,0,0,1,0,0,0,0,0,0,0,9,4,0,0,0,2,"Female",0,0,0,12,12,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,11,1,2,"61_2013-02-14"
"47",2007-11-01,2014-09-14,3,19,14,10,26,19,0,3,0,0,0,0,0,0,4,0,0,33,7,0,0,1,2,"Male",0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,36,3,6,"62_2014-09-14"
"48",1998-04-25,2014-08-12,1,14,24,1,34,18,0,0,0,0,0,0,0,0,4,0,0,42,25,0,0,2,4,"Male",1,0,0,198,198,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,31,48,0,8,"63_2014-08-13"
"49",2014-03-03,2014-03-03,1,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"64_2014-03-03"
"50",2014-06-17,2014-06-17,1,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",1,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65_2014-06-19"
"51",2008-07-02,2014-03-27,1,6,12,5,23,18,0,3,0,1,1,0,0,0,1,0,0,18,16,0,0,2,2,"Male",1,1,1,8,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,22,5,3,"66_2014-03-28"
"52",1998-11-17,2014-05-18,2,5,18,5,33,17,1,1,0,0,2,0,0,0,5,0,1,23,17,0,0,0,3,"Male",0,1,0,2,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,26,4,9,"67_2014-05-19"
"53",2013-08-02,2013-08-02,2,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"68_2013-08-02"
"54",2013-04-23,2013-04-23,2,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"70_2013-04-24"
"55",2013-05-10,2013-05-10,4,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,1,0,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"71_2013-06-03"
"56",2013-11-17,2013-11-17,2,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Female",0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"72_2013-11-18"
"57",2014-10-04,2014-10-04,1,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,0,0,26,26,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"73_2014-10-05"
"58",2014-06-03,2014-06-03,3,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"74_2014-06-03"
"59",2013-01-04,2014-10-24,3,0,3,0,31,30,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,"Male",0,0,0,4,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,"76_2014-10-24"
"60",2006-08-01,2014-11-02,1,3,1,0,29,21,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,"Male",0,0,0,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,1,"78_2014-11-03"
"61",2002-10-26,2013-03-17,1,6,15,0,28,18,0,0,0,0,0,0,0,0,3,0,0,21,19,0,0,0,5,"Male",0,0,0,136,136,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,26,0,8,"79_2013-03-18"
"62",2012-04-01,2013-09-17,4,1,3,0,21,20,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,"Male",0,1,0,3,6,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,"80_2013-09-18"
"63",2014-11-07,2014-11-07,2,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"81_2014-11-08"
"64",2006-02-22,2014-07-29,6,0,10,0,30,22,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,"Male",0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,10,0,0,"82_2014-07-30"
"65",2013-01-20,2013-01-20,1,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",1,0,0,24,24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"83_2013-01-20"
"66",2002-12-02,2013-08-26,1,0,4,0,46,35,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,"Male",1,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6,0,1,"84_2013-08-27"
"67",2014-12-02,2014-12-02,1,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Female",1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"86_2014-12-03"
"68",2002-04-02,2013-02-10,1,0,6,0,32,21,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,"Male",0,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,6,0,0,"87_2013-02-11"
"69",2002-12-22,2014-04-13,3,0,4,2,31,20,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,"Male",0,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,2,0,"89_2014-04-14"
"70",2006-04-07,2014-08-29,2,10,14,4,25,17,1,0,0,1,1,0,0,1,1,0,0,24,15,0,0,0,3,"Male",0,1,0,2,44,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,27,4,4,"90_2014-08-30"
"71",1998-12-16,2013-02-03,2,1,9,3,35,21,0,0,0,0,2,0,0,0,0,0,0,10,4,0,0,0,0,"Male",1,1,0,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,10,2,0,"91_2013-02-04"
"72",1986-04-25,2013-03-20,1,12,4,8,43,16,2,5,0,0,1,0,0,0,3,0,0,17,9,0,0,5,2,"Male",0,0,0,12,12,2,2,2114,1,2114,1,0,1,0,0,0,1,0,0,0,0,0,16,24,8,5,"92_2013-03-21"
"73",2011-12-06,2013-11-15,4,0,3,1,20,18,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,"Male",0,1,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,"93_2013-11-16"
"74",2014-07-30,2014-07-30,1,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Female",1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"94_2014-07-30"
"75",2006-04-21,2013-01-24,3,0,5,2,26,19,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,"Male",0,1,1,119,119,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,"96_2013-01-26"
"76",2013-01-07,2013-01-07,2,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"97_2013-01-08"
"77",2005-12-17,2014-04-30,2,0,10,0,25,17,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,"Male",0,1,0,31,40,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,"98_2014-04-30"
"78",2014-03-08,2014-03-08,1,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99_2014-03-09"
"79",2013-09-27,2013-09-27,1,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Female",1,0,0,4,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"100_2013-09-28"
"80",1996-09-15,2013-01-12,2,3,4,0,42,26,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,3,0,"Male",0,1,1,244,244,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,10,0,0,"101_2013-01-13"
"81",2012-08-05,2013-05-24,3,0,1,0,19,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Male",0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"102_2013-05-25"
"82",2014-01-27,2014-11-07,4,0,3,0,29,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"Female",0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,"103_2014-11-08"
"83",2013-01-09,2013-01-09,10,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,0,0,419,419,1,1,2128,1,2128,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"104_2013-01-09"
"84",2005-03-18,2014-09-20,1,2,2,0,22,13,0,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,1,"Male",1,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,3,"106_2014-09-21"
"85",2008-10-30,2013-01-07,3,0,7,0,26,22,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,"Male",0,1,1,2,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,"107_2013-01-07"
"86",2013-08-13,2013-08-24,4,0,2,0,19,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"Male",1,1,0,46,46,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"113_2013-08-25"
"87",2013-02-18,2013-02-18,2,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,0,0,334,334,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"114_2013-02-19"
"88",2011-04-28,2013-11-07,2,0,1,0,24,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Female",0,1,1,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"115_2013-11-08"
"89",2013-03-03,2013-03-03,1,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"119_2013-03-04"
"90",2014-04-25,2014-04-25,1,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",1,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"121_2014-04-26"
"91",2005-09-09,2013-02-20,5,6,5,6,26,19,0,2,0,2,2,0,0,0,0,0,0,11,10,0,0,1,0,"Male",1,1,0,2,6,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,6,0,"122_2013-02-21"
"92",2011-01-27,2014-07-16,1,2,4,1,50,47,0,1,0,0,0,0,0,0,0,1,0,6,4,0,0,0,2,"Male",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,8,1,3,"124_2014-07-17"
"93",2012-11-29,2014-06-17,3,0,3,1,20,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,"Male",0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,"126_2014-06-24"
"94",2014-08-04,2014-08-04,1,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,1,0,2,5,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"127_2014-08-07"
"95",2013-10-02,2013-10-02,4,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male",0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"130_2013-10-03"
"96",2012-01-25,2014-01-16,3,3,1,1,19,17,2,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,"Male",0,1,1,31,32,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,3,0,"131_2014-01-16"
"97",2000-11-14,2014-04-28,2,6,9,1,34,21,0,1,0,0,0,0,0,0,3,0,1,15,10,0,0,1,2,"Male",0,1,0,5,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,18,1,6,"137_2014-04-29"
"98",2010-03-13,2013-01-11,5,0,11,1,23,20,0,0,0,0,1,0,0,0,5,0,0,11,6,0,0,0,1,"Male",0,1,0,1,14,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,12,1,6,"138_2013-01-12"
"99",2013-03-13,2013-04-19,1,0,1,0,18,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Male",0,1,0,5,244,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"139_2013-04-20"
"100",2000-01-08,2014-12-15,1,3,9,2,29,14,0,0,0,1,1,0,0,1,5,0,0,13,6,0,0,0,2,"Male",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,15,3,7,"141_2014-12-16"
"101",2009-08-23,2014-12-12,2,1,16,3,23,18,0,0,0,0,2,0,0,1,4,0,0,17,7,0,0,0,2,"Male",0,1,1,2,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,19,3,6,"142_2014-12-13"
